
	Date	Time	AS Instance	Act. WPs	Dia.WPs	RFC Normal	RFC Low	CPU Usr	CPU Sys	CPU Idle	  CPU.	  Ava.	Rea.	Ste.	Paging in	Paging out	Free Mem.	FreeMem	Free(+FS)	EM alloc.	EM attach.	Heap Memor	Paging Mem	Pri.	Dia.	Ave.	Ave.	Upd.	Enq.	Logins	Sessions	   RTT	  Time
	2025/01/06	03:11:30	tels4happa01_PS4_00	      5	     5	       25	    25	     5	     1	     94	 0.79	10.00	0.3	  0	       0	        0	      47	30,822	  30,822	  28,876	   19,152	       16	   72,906	  1	  4	  4	  3	  0	  0	  304	    360	  394	10,183
	2025/01/06	03:11:30	tels4happa06_PS4_00	      7	     7	       32	    32	     7	     1	     92	 0.89	10.00	0.2	  0	       0	        0	      65	43,038	  43,038	  16,032	   15,924	        0	        1	  0	  2	  4	  4	  0	  0	   15	     15	  409	10,118
	2025/01/06	03:11:50	tels4happa05_PS4_00	      1	     1	       48	    45	    10	     1	     89	 1.24	10.00	0.2	  0	       0	        0	      64	42,243	  42,243	  15,356	   15,300	        0	       32	  0	 51	  1	  1	  0	  0	   12	     12	  366	10,012
	2025/01/06	03:12:10	tels4happa04_PS4_00	      2	     2	       37	    35	     1	     0	     99	 0.25	10.00	0.1	  0	       0	        0	      69	45,736	  45,736	  15,340	   15,304	        0	        1	  0	  2	  0	  1	  0	  0	   11	     11	  352	10,012
	2025/01/06	03:12:20	tels4happa02_PS4_00	      5	     2	       32	    32	    10	     1	     89	 2.18	15.00	0.3	  0	       0	       37	      52	51,594	  51,594	  31,812	   24,948	        0	   80,689	  0	  2	  4	  3	  0	  0	  338	    348	  384	10,120
	2025/01/06	03:12:30	tels4happa03_PS4_00	      4	     3	       32	    32	    15	     1	     84	 2.67	15.00	0.4	  0	       0	        0	      55	54,154	  54,154	  32,548	   26,020	        0	   84,601	  0	  1	  4	  3	  0	  0	  316	    316	  366	 9,168
	2025/01/06	03:15:30	tels4happa09_PS4_00	      1	     1	        0	     0	     2	     1	     97	 0.44	10.00	0.2	  0	       0	        0	      72	47,797	  47,797	  15,336	   15,296	        0	        0	  0	  1	  0	  0	  0	  0	   10	     10	  398	10,018
	2025/01/06	03:15:50	tels4happa08_PS4_00	      2	     1	        0	     0	     1	     0	     99	 0.22	10.00	0.3	  0	       0	        0	      71	47,157	  47,157	  15,344	   15,312	        0	        0	  0	  2	  0	  0	  0	  0	   12	     12	  368	 9,014
	2025/01/06	03:16:10	tels4happa07_PS4_00	      7	     7	       32	    32	     3	     1	     96	 0.47	10.00	0.1	  0	       0	        0	      64	42,524	  42,524	  15,520	   15,416	        0	        0	  0	  1	  5	  6	  0	  0	   16	     16	  337	 9,123
	2025/01/06	03:16:30	tels4happa01_PS4_00	      4	     3	       25	    25	    11	     3	     86	 1.68	10.00	0.7	  0	       0	      117	      48	31,908	  31,908	  25,284	   17,564	        0	   65,722	  0	  3	  3	  3	  0	  0	  269	    329	  328	10,163
	2025/01/06	03:16:30	tels4happa06_PS4_00	     10	    10	       32	    32	     7	     1	     92	 0.87	10.00	0.3	  0	       0	        0	      64	42,337	  42,337	  15,488	   15,376	        0	       15	  0	  1	  6	  6	  0	  0	   18	     18	  481	10,129
	2025/01/06	03:16:50	tels4happa05_PS4_00	      1	     1	       48	    44	     7	     2	     91	 1.11	10.00	0.6	  0	       0	        0	      64	42,257	  42,257	  15,368	   15,300	        0	       39	  0	 51	  2	  2	  0	  0	   14	     14	  385	 9,141
	2025/01/06	03:17:10	tels4happa04_PS4_00	      4	     2	       37	    35	     5	     2	     93	 0.87	10.00	0.3	  0	       0	        0	      69	45,235	  45,235	  15,352	   15,312	        0	        0	  0	  2	  1	  1	  0	  0	   13	     13	  431	10,116
	2025/01/06	03:17:20	tels4happa02_PS4_00	     10	     2	       32	    32	    16	     2	     82	 3.31	15.00	0.6	  0	       0	        0	      52	51,644	  51,644	  30,804	   25,152	        0	   76,725	  0	  2	  2	  2	  0	  0	  313	    322	  383	10,123
	2025/01/06	03:17:30	tels4happa03_PS4_00	      3	     3	       32	    32	     8	     1	     91	 1.77	15.00	0.5	  0	       0	        0	      53	52,129	  52,129	  34,048	   26,080	    2,246	   81,752	  1	  2	  3	  3	  0	  0	  273	    273	  445	10,168
	2025/01/06	03:20:30	tels4happa09_PS4_00	      3	     2	        0	     0	     2	     1	     97	 0.45	10.00	0.2	  0	       0	        0	      73	48,129	  48,129	  15,336	   15,296	        0	        0	  0	  1	  0	  0	  0	  0	   10	     10	  310	 9,126
	2025/01/06	03:20:50	tels4happa08_PS4_00	      1	     1	        0	     0	     2	     1	     97	 0.36	10.00	0.3	  0	       0	        0	      71	47,156	  47,156	  15,336	   15,304	        0	        0	  0	  2	  0	  0	  0	  0	   10	     10	  347	10,016
	2025/01/06	03:21:10	tels4happa07_PS4_00	      8	     8	       32	    32	     5	     1	     94	 0.78	10.00	0.2	  0	       0	        0	      65	42,626	  42,626	  15,500	   15,392	        0	        0	  0	  1	  8	  7	  0	  0	   18	     18	  401	10,124
	2025/01/06	03:21:30	tels4happa01_PS4_00	      7	     5	       25	    25	     6	     3	     91	 1.18	10.00	0.7	  0	       1	        0	      48	31,832	  31,832	  24,704	   16,816	        0	   65,272	  0	  3	  1	  1	  0	  0	  238	    300	  394	10,083
	2025/01/06	03:21:30	tels4happa06_PS4_00	      6	     5	       32	    32	     6	     1	     93	 0.89	10.00	0.3	  0	       0	        0	      64	42,571	  42,571	  15,444	   15,332	        0	        0	  0	  1	  5	  7	  0	  0	   15	     15	  439	 9,117
	2025/01/06	03:21:50	tels4happa05_PS4_00	      2	     2	       48	    44	     6	     2	     92	 1.01	10.00	0.4	  0	       0	        0	      64	42,233	  42,233	  15,364	   15,304	        0	       32	  0	 51	  2	  2	  0	  0	   14	     14	  517	10,017
	2025/01/06	03:22:10	tels4happa04_PS4_00	      1	     1	       37	    35	     6	     1	     93	 0.90	10.00	0.3	  0	       0	        0	      69	45,626	  45,626	  15,340	   15,300	        0	        0	  0	  2	  1	  1	  0	  0	   11	     11	  311	10,009
	2025/01/06	03:22:20	tels4happa02_PS4_00	     10	     5	       32	    32	    11	     2	     87	 2.34	15.00	0.5	  0	       0	        0	      52	51,674	  51,674	  30,796	   25,524	        0	   68,777	  0	  2	  2	  2	  0	  0	  282	    291	  397	10,120
	2025/01/06	03:22:30	tels4happa03_PS4_00	      5	     2	       32	    32	    12	     2	     86	 2.45	15.00	0.8	  0	       0	       65	      55	54,510	  54,510	  31,308	   24,412	    1,031	   77,103	  1	  1	  2	  2	  0	  0	  239	    239	  389	 9,152
	2025/01/06	03:25:30	tels4happa09_PS4_00	      1	     1	        0	     0	     2	     0	     98	 0.37	10.00	0.2	  0	       0	        0	      73	48,136	  48,136	  15,336	   15,296	        0	        0	  0	  1	  0	  0	  0	  0	   10	     10	  429	10,013
	2025/01/06	03:25:50	tels4happa08_PS4_00	      1	     1	        0	     0	     1	     0	     99	 0.24	10.00	0.2	  0	       0	        0	      71	47,118	  47,118	  15,336	   15,304	        0	        0	  0	  2	  0	  0	  0	  0	   10	     10	  347	10,014
	2025/01/06	03:26:10	tels4happa07_PS4_00	      6	     6	       32	    32	     5	     1	     94	 0.74	10.00	0.2	  0	       0	        0	      65	42,690	  42,690	  15,444	   15,340	        0	        2	  0	  1	  5	  4	  0	  0	   15	     15	  378	 9,136
	2025/01/06	03:26:30	tels4happa01_PS4_00	      1	     1	       25	    25	     5	     2	     93	 0.88	10.00	0.4	  0	       0	        0	      48	31,645	  31,645	  23,816	   16,792	        0	   58,016	  0	  3	  1	  1	  0	  0	  206	    260	  404	10,042
	2025/01/06	03:26:30	tels4happa06_PS4_00	      5	     5	       32	    32	     7	     1	     92	 0.96	10.00	0.3	  0	       0	        0	      64	42,498	  42,498	  15,432	   15,320	        0	        7	  0	  1	  5	  5	  0	  0	   13	     13	  368	10,117
	2025/01/06	03:26:50	tels4happa05_PS4_00	      1	     1	       48	    45	     1	     0	     99	 0.21	10.00	0.1	  0	       0	        0	      64	42,149	  42,149	  15,356	   15,300	        0	       32	  0	 50	  0	  0	  0	  0	   12	     12	  322	10,012
	2025/01/06	03:27:10	tels4happa04_PS4_00	      1	     1	       37	    35	     1	     0	     99	 0.26	10.00	0.1	  0	       0	        0	      71	46,539	  46,539	  15,340	   15,300	        0	        0	  0	  2	  0	  0	  0	  0	   11	     11	  339	10,010
	2025/01/06	03:27:20	tels4happa02_PS4_00	      5	     2	       32	    32	     5	     1	     94	 1.28	15.00	0.2	  0	       0	        0	      55	54,962	  54,962	  29,232	   25,188	        0	   47,904	  0	  2	  1	  1	  0	  0	  202	    205	  385	10,116
	2025/01/06	03:27:30	tels4happa03_PS4_00	      3	     2	       32	    32	     3	     1	     96	 0.81	15.00	0.2	  0	       0	       56	      55	54,535	  54,535	  26,912	   24,292	        0	   49,956	  0	  1	  0	  0	  0	  0	  183	    183	  362	10,060
	2025/01/06	03:30:30	tels4happa09_PS4_00	      1	     1	        0	     0	     2	     0	     98	 0.34	10.00	0.2	  0	       0	        0	      73	48,139	  48,139	  15,336	   15,296	        0	        0	  0	  1	  0	  0	  0	  0	   10	     10	  501	10,014
	2025/01/06	03:30:50	tels4happa08_PS4_00	      1	     1	        0	     0	     1	     0	     99	 0.20	10.00	0.2	  0	       0	        0	      71	47,120	  47,120	  15,336	   15,304	        0	        0	  0	  2	  0	  0	  0	  0	   10	     10	  398	10,016
	2025/01/06	03:31:10	tels4happa07_PS4_00	      5	     5	       32	    32	     1	     0	     99	 0.29	10.00	0.1	  0	       0	        0	      65	42,687	  42,687	  15,784	   15,680	        0	        2	  0	  1	  4	  4	  0	  0	   15	     15	  334	 9,116
	2025/01/06	03:31:30	tels4happa01_PS4_00	      2	     2	       25	    25	     5	     1	     94	 0.84	10.00	0.6	  0	       0	        0	      48	31,927	  31,927	  22,924	   16,796	        0	   44,004	  0	  3	  1	  1	  0	  0	  156	    210	  401	10,066
	2025/01/06	03:31:30	tels4happa06_PS4_00	      7	     7	       32	    32	     6	     1	     93	 0.81	10.00	0.2	  0	       0	        0	      64	42,455	  42,455	  15,456	   15,344	        0	        7	  0	  1	  6	  6	  0	  0	   16	     16	  373	10,131
	2025/01/06	03:31:50	tels4happa05_PS4_00	      2	     2	       48	    44	     1	     1	     98	 0.26	10.00	0.2	  0	       0	        0	      64	42,224	  42,224	  15,380	   15,316	        0	       32	  0	 51	  0	  0	  0	  0	   15	     15	  424	10,012
	2025/01/06	03:32:10	tels4happa04_PS4_00	     12	    12	       31	    26	     2	     0	     98	 0.36	10.00	0.2	  0	       0	        0	      70	46,472	  46,472	  15,448	   15,368	        0	   21,017	  0	  2	 10	  6	  0	  0	   26	     26	  307	10,124
	2025/01/06	03:32:20	tels4happa02_PS4_00	      4	     3	       32	    32	     8	     1	     91	 1.75	15.00	0.3	  0	       0	       50	      53	52,261	  52,261	  27,180	   24,376	        0	   26,831	  0	  2	  1	  1	  0	  0	  148	    151	  392	10,121
	2025/01/06	03:32:30	tels4happa03_PS4_00	      1	     1	       32	    32	     6	     1	     93	 1.41	15.00	0.4	  0	       0	       51	      54	53,909	  53,909	  27,024	   24,284	        0	    6,769	  0	  1	  1	  1	  0	  0	  114	    114	  385	10,044
	2025/01/06	03:35:30	tels4happa09_PS4_00	      1	     1	        0	     0	     2	     1	     97	 0.39	10.00	0.2	  0	       0	        0	      73	48,121	  48,121	  15,340	   15,296	        0	        0	  0	  1	  0	  0	  0	  0	   11	     11	  748	10,014
	2025/01/06	03:35:50	tels4happa08_PS4_00	      1	     1	        0	     0	     1	     0	     99	 0.18	10.00	0.2	  0	       0	        0	      71	47,108	  47,108	  15,340	   15,304	        0	        1	  0	  2	  0	  0	  0	  0	   11	     11	  460	10,018
	2025/01/06	03:36:10	tels4happa07_PS4_00	      3	     3	       32	    32	     2	     0	     98	 0.32	10.00	0.1	  0	       0	        0	      65	42,665	  42,665	  15,444	   15,336	        0	        0	  0	  1	  3	  4	  0	  0	   13	     13	  303	10,115
	2025/01/06	03:36:30	tels4happa01_PS4_00	      4	     4	       25	    25	     4	     1	     95	 0.65	10.00	0.2	  0	       0	        0	      48	31,998	  31,998	  22,580	   16,836	        0	   42,983	  0	  3	  2	  2	  0	  0	  143	    199	  455	10,178
	2025/01/06	03:36:30	tels4happa06_PS4_00	      3	     3	       32	    32	     3	     1	     96	 0.47	10.00	0.2	  0	       0	        0	      64	42,391	  42,391	  15,428	   15,312	        0	        5	  0	  1	  3	  3	  0	  0	   13	     13	  344	10,122
	2025/01/06	03:36:50	tels4happa05_PS4_00	      1	     1	       48	    45	     1	     1	     98	 0.32	10.00	0.2	  0	       0	        0	      64	42,087	  42,087	  15,360	   15,300	        0	       33	  0	 51	  1	  1	  0	  0	   13	     13	  355	10,010
	2025/01/06	03:37:10	tels4happa04_PS4_00	     11	    11	       32	    27	     1	     0	     99	 0.26	10.00	0.1	  0	       0	        0	      70	46,009	  46,009	  15,416	   15,348	        0	       26	  0	  2	  4	  2	  0	  0	   22	     22	  315	10,012
	2025/01/06	03:37:20	tels4happa02_PS4_00	      3	     1	       32	    32	     3	     1	     96	 0.80	15.00	0.2	  0	       0	        0	      53	52,484	  52,484	  26,624	   24,424	        0	   23,905	  0	  3	  0	  1	  0	  0	  136	    136	  436	10,117
	2025/01/06	03:37:30	tels4happa03_PS4_00	      5	     2	       32	    32	     8	     1	     91	 1.60	15.00	0.3	  0	       0	        0	      54	53,343	  53,343	  27,556	   24,832	        0	    6,265	  0	  1	  2	  2	  0	  0	  109	    109	  349	10,188
	2025/01/06	03:40:30	tels4happa09_PS4_00	      2	     1	        0	     0	     1	     0	     99	 0.29	10.00	0.2	  0	       0	        0	      73	48,177	  48,177	  15,344	   15,300	        0	        0	  0	  1	  0	  0	  0	  0	   12	     12	  509	10,010
	2025/01/06	03:40:50	tels4happa08_PS4_00	      1	     1	        0	     0	     2	     1	     97	 0.34	10.00	0.3	  0	       0	        0	      71	47,086	  47,086	  15,340	   15,304	        0	        0	  0	  2	  0	  0	  0	  0	   11	     11	  338	10,014
	2025/01/06	03:41:10	tels4happa07_PS4_00	      4	     4	       32	    32	     5	     1	     94	 0.72	10.00	0.2	  0	       0	        0	      65	42,608	  42,608	  15,428	   15,320	        0	       16	  0	  1	  2	  2	  0	  0	   14	     14	  342	10,119
	2025/01/06	03:41:30	tels4happa01_PS4_00	      6	     5	       25	    25	     6	     2	     92	 1.07	10.00	0.5	  0	       0	        0	      48	31,665	  31,665	  22,148	   16,884	        0	   36,298	  0	  3	  3	  2	  0	  0	  135	    179	  390	10,113
	2025/01/06	03:41:30	tels4happa06_PS4_00	      5	     5	       32	    32	     4	     1	     95	 0.65	10.00	0.2	  0	       0	        0	      64	42,559	  42,559	  15,452	   15,332	        0	        0	  0	  1	  3	  3	  0	  0	   15	     15	  348	10,117
	2025/01/06	03:41:50	tels4happa05_PS4_00	      2	     2	       48	    44	     4	     1	     95	 0.78	10.00	0.4	  0	       0	        0	      65	42,977	  42,977	  15,400	   15,316	        0	       32	  0	 51	  2	  1	  0	  0	   17	     17	  351	10,010
	2025/01/06	03:42:10	tels4happa04_PS4_00	      1	     1	       37	    35	     5	     1	     94	 0.69	10.00	0.2	  0	       0	        0	      70	45,938	  45,938	  15,340	   15,300	        0	       17	  0	  2	  2	  2	  0	  0	   11	     11	  332	10,012
	2025/01/06	03:42:20	tels4happa02_PS4_00	     10	     4	       32	    32	     5	     1	     94	 1.17	15.00	0.2	  0	       0	        0	      53	52,486	  52,486	  27,224	   24,668	        0	   23,842	  0	  3	  2	  2	  0	  0	  162	    162	  410	10,121
	2025/01/06	03:42:30	tels4happa03_PS4_00	      8	     3	       32	    32	    15	     2	     83	 2.96	15.00	0.9	  0	       0	        0	      54	53,171	  53,171	  28,212	   25,428	        0	    6,482	  0	  1	  1	  2	  0	  0	  112	    112	  493	10,168
	2025/01/06	03:45:30	tels4happa09_PS4_00	      1	     1	        0	     0	     2	     1	     97	 0.42	10.00	0.2	  0	       0	        0	      73	48,162	  48,162	  15,340	   15,296	        0	        0	  0	  1	  0	  0	  0	  0	   11	     11	  470	10,015
	2025/01/06	03:45:50	tels4happa08_PS4_00	      1	     1	        0	     0	     1	     1	     98	 0.29	10.00	0.3	  0	       0	        0	      71	47,095	  47,095	  15,340	   15,304	        0	        0	  0	  2	  0	  0	  0	  0	   11	     11	  390	10,015
	2025/01/06	03:46:10	tels4happa07_PS4_00	      7	     7	       32	    32	     4	     1	     95	 0.57	10.00	0.2	  0	       0	        0	      64	42,462	  42,462	  15,480	   15,372	        0	        0	  0	  1	  4	  4	  0	  0	   17	     17	  378	10,116
	2025/01/06	03:46:30	tels4happa01_PS4_00	      2	     2	       25	    25	     7	     2	     91	 1.12	10.00	0.8	  0	       0	       47	      48	32,065	  32,065	  21,788	   16,812	        0	   31,888	  0	  3	  1	  1	  0	  0	  139	    179	  325	10,046
	2025/01/06	03:46:30	tels4happa06_PS4_00	      8	     8	       32	    32	     6	     1	     93	 0.86	10.00	0.3	  0	       0	        0	      64	42,586	  42,586	  15,468	   15,352	        0	       14	  0	  1	  7	  6	  0	  0	   18	     18	  356	10,121
	2025/01/06	03:46:50	tels4happa05_PS4_00	      1	     1	       48	    45	     2	     1	     97	 0.43	10.00	0.2	  0	       0	        0	      65	42,970	  42,970	  15,360	   15,300	        0	       32	  0	 50	  0	  0	  0	  0	   13	     13	  304	10,011
	2025/01/06	03:47:10	tels4happa04_PS4_00	      1	     1	       37	    35	     2	     0	     98	 0.32	10.00	0.2	  0	       0	        0	      70	45,997	  45,997	  15,344	   15,300	        0	        1	  0	  2	  0	  0	  0	  0	   12	     12	  384	10,010
	2025/01/06	03:47:20	tels4happa02_PS4_00	      7	     4	       32	    32	    24	     2	     74	 4.46	15.00	0.4	  0	       0	       64	      54	53,388	  53,388	  27,916	   24,956	        0	   22,743	  0	  2	  3	  3	  0	  0	  158	    158	  403	10,126
	2025/01/06	03:47:30	tels4happa03_PS4_00	      4	     1	       32	    32	    13	     2	     85	 2.58	15.00	0.3	  0	       0	        0	      53	52,523	  52,523	  28,928	   26,396	        0	    8,894	  0	  1	  0	  1	  0	  0	  102	    104	  326	10,150
	2025/01/06	03:50:30	tels4happa09_PS4_00	      1	     1	        0	     0	     1	     0	     99	 0.27	10.00	0.2	  0	       0	        0	      73	48,166	  48,166	  15,340	   15,296	        0	        0	  0	  1	  0	  0	  0	  0	   11	     11	  336	10,011
	2025/01/06	03:50:50	tels4happa08_PS4_00	      1	     1	        0	     0	     1	     0	     99	 0.20	10.00	0.2	  0	       0	        0	      71	47,096	  47,096	  15,340	   15,304	        0	        0	  0	  2	  0	  0	  0	  0	   11	     11	  464	10,031
	2025/01/06	03:51:10	tels4happa07_PS4_00	      4	     4	       32	    32	     5	     1	     94	 0.71	10.00	0.1	  0	       0	        0	      64	42,417	  42,417	  15,448	   15,336	        0	        0	  0	  1	  5	  5	  0	  0	   14	     14	  593	10,120
	2025/01/06	03:51:30	tels4happa01_PS4_00	      4	     4	       25	    25	     5	     2	     93	 0.87	10.00	0.4	  0	       0	       44	      48	31,852	  31,852	  21,188	   16,808	        0	   33,499	  0	  3	  2	  2	  0	  0	  134	    173	  344	10,055
	2025/01/06	03:51:30	tels4happa06_PS4_00	      2	     2	       32	    32	     6	     1	     93	 0.83	10.00	0.2	  0	       0	        0	      64	42,532	  42,532	  15,452	   15,332	        0	        2	  0	  1	  2	  3	  0	  0	   13	     13	  321	10,117
	2025/01/06	03:51:50	tels4happa05_PS4_00	      1	     1	       48	    45	     1	     1	     98	 0.28	10.00	0.1	  0	       0	        0	      65	42,931	  42,931	  15,364	   15,300	        0	       32	  0	 50	  0	  0	  0	  0	   14	     14	  337	10,012
	2025/01/06	03:52:10	tels4happa04_PS4_00	      1	     1	       37	    35	     1	     0	     99	 0.24	10.00	0.1	  0	       0	        0	      70	46,004	  46,004	  15,348	   15,300	        0	        0	  0	  2	  0	  0	  0	  0	   13	     13	  769	10,013
	2025/01/06	03:52:20	tels4happa02_PS4_00	      4	     3	       32	    32	     5	     1	     94	 1.07	15.00	0.2	  0	       0	        0	      53	52,352	  52,352	  26,424	   24,384	        0	   19,985	  0	  2	  1	  1	  0	  0	  154	    154	  331	10,117
	2025/01/06	03:52:30	tels4happa03_PS4_00	      2	     1	       32	    32	     6	     1	     93	 1.17	15.00	0.2	  0	       0	        0	      53	52,888	  52,888	  27,164	   24,500	        0	    9,505	  0	  1	  1	  1	  0	  0	  114	    116	  332	10,192
	2025/01/06	03:55:30	tels4happa09_PS4_00	      1	     1	        0	     0	     1	     0	     99	 0.27	10.00	0.1	  0	       0	        0	      73	48,179	  48,179	  15,340	   15,296	        0	        0	  0	  1	  0	  0	  0	  0	   11	     11	  403	10,010
	2025/01/06	03:55:50	tels4happa08_PS4_00	      1	     1	        0	     0	     1	     0	     99	 0.19	10.00	0.2	  0	       0	        0	      71	47,069	  47,069	  15,340	   15,304	        0	        0	  0	  2	  0	  0	  0	  0	   11	     11	  327	10,013
	2025/01/06	03:56:10	tels4happa07_PS4_00	      4	     4	       32	    32	     3	     0	     97	 0.48	10.00	0.1	  0	       0	        0	      64	42,378	  42,378	  15,432	   15,324	        0	       10	  0	  1	  3	  2	  0	  0	   14	     14	  328	 9,119
	2025/01/06	03:56:30	tels4happa01_PS4_00	      3	     3	       25	    25	     4	     1	     95	 0.75	10.00	0.3	  0	       0	        0	      48	31,756	  31,756	  21,316	   16,808	        0	   35,949	  0	  3	  1	  1	  0	  0	  145	    184	  367	10,054
	2025/01/06	03:56:30	tels4happa06_PS4_00	      2	     2	       32	    32	     3	     1	     96	 0.53	10.00	0.2	  0	       0	        0	      64	42,543	  42,543	  15,416	   15,304	        0	       10	  0	  1	  2	  2	  0	  0	   11	     11	  415	 9,116
	2025/01/06	03:56:50	tels4happa05_PS4_00	      1	     1	       48	    45	     1	     1	     98	 0.32	10.00	0.1	  0	       0	        0	      65	42,865	  42,865	  15,360	   15,300	        0	       35	  0	 50	  0	  0	  0	  0	   13	     13	  375	10,010
	2025/01/06	03:57:10	tels4happa04_PS4_00	      3	     2	       37	    35	     1	     0	     99	 0.23	10.00	0.1	  0	       0	        0	      70	46,000	  46,000	  15,340	   15,300	        0	        4	  0	  2	  0	  0	  0	  0	   11	     11	  385	10,011
	2025/01/06	03:57:20	tels4happa02_PS4_00	      5	     4	       32	    32	     2	     1	     97	 0.55	15.00	0.1	  0	       0	       61	      53	52,889	  52,889	  26,584	   24,420	        0	   12,464	  0	  2	  2	  1	  0	  0	  179	    179	  280	10,115
	2025/01/06	03:57:30	tels4happa03_PS4_00	      3	     2	       32	    32	     6	     1	     93	 1.30	15.00	0.3	  0	       0	        0	      54	53,541	  53,541	  27,216	   24,280	        0	   13,583	  0	  1	  1	  2	  0	  0	  129	    131	  382	10,151
	2025/01/06	04:00:30	tels4happa09_PS4_00	      1	     1	        0	     0	     1	     0	     99	 0.25	10.00	0.2	  0	       0	        0	      73	48,164	  48,164	  15,336	   15,296	        0	        0	  0	  1	  0	  0	  0	  0	   10	     10	  350	10,022
	2025/01/06	04:00:50	tels4happa08_PS4_00	      1	     1	        0	     0	     2	     1	     97	 0.36	10.00	0.3	  0	       0	        0	      71	47,071	  47,071	  15,336	   15,304	        0	        0	  0	  2	  0	  0	  0	  0	   10	     10	  444	10,021
	2025/01/06	04:01:10	tels4happa07_PS4_00	      9	     9	       32	    32	     4	     1	     95	 0.58	10.00	0.2	  0	       0	        0	      65	42,721	  42,721	  15,616	   15,512	        0	        1	  0	  1	  7	  6	  0	  0	   18	     18	  410	10,119
	2025/01/06	04:01:30	tels4happa01_PS4_00	      5	     5	       25	    25	    11	     3	     86	 1.62	10.00	1.5	  0	      12	       45	      48	31,669	  31,669	  21,588	   16,820	        0	   36,875	  0	  3	  2	  2	  0	  0	  207	    244	  398	10,180
	2025/01/06	04:01:30	tels4happa06_PS4_00	     11	    11	       32	    32	     7	     1	     92	 0.94	10.00	0.3	  0	       0	        0	      64	42,487	  42,487	  15,488	   15,376	        0	        0	  0	  1	  9	  8	  0	  0	   20	     20	  404	10,128
	2025/01/06	04:01:50	tels4happa05_PS4_00	      1	     1	       48	    45	     4	     1	     95	 0.65	10.00	0.3	  0	       0	        0	      65	42,903	  42,903	  15,356	   15,300	        0	       34	  0	 50	  1	  1	  0	  0	   12	     12	  465	10,013
	2025/01/06	04:02:10	tels4happa04_PS4_00	      3	     3	       37	    34	     3	     1	     96	 0.50	10.00	0.3	  0	       0	        0	      70	45,964	  45,964	  15,356	   15,312	        0	        3	  0	  2	  1	  0	  0	  0	   14	     14	  447	10,012
	2025/01/06	04:02:20	tels4happa02_PS4_00	      6	     4	       32	    32	    24	     2	     74	 4.47	15.00	0.5	  0	       0	       69	      55	54,356	  54,356	  27,316	   24,492	        0	    7,981	  0	  2	  4	  3	  0	  0	  222	    222	  321	10,126
	2025/01/06	04:02:30	tels4happa03_PS4_00	      7	     4	       32	    32	    17	     2	     81	 3.35	15.00	0.9	  0	       0	       90	      51	50,830	  50,830	  30,112	   27,284	        0	   17,338	  0	  1	  3	  4	  0	  0	  194	    197	  450	10,187
	2025/01/06	04:05:30	tels4happa09_PS4_00	      1	     1	        0	     0	     2	     1	     97	 0.36	10.00	0.3	  0	       0	        0	      73	48,102	  48,102	  15,336	   15,296	        0	        0	  0	  1	  0	  0	  0	  0	   10	     10	  356	10,016
	2025/01/06	04:05:50	tels4happa08_PS4_00	      2	     1	        0	     0	     1	     1	     98	 0.30	10.00	0.3	  0	       0	        0	      71	47,096	  47,096	  15,336	   15,304	        0	        0	  0	  2	  0	  0	  0	  0	   10	     10	  340	10,018
	2025/01/06	04:06:10	tels4happa07_PS4_00	      4	     4	       32	    32	     6	     1	     93	 0.79	10.00	0.2	  0	       0	        0	      64	42,385	  42,385	  15,468	   15,364	        0	       14	  0	  1	  5	  5	  0	  0	   15	     15	  464	10,130
	2025/01/06	04:06:30	tels4happa01_PS4_00	      2	     2	       25	    25	    11	     7	     82	 2.12	10.00	0.9	  0	       0	       46	      47	31,105	  31,105	  23,128	   16,804	        0	   42,108	  0	  3	  3	  4	  0	  0	  245	    283	  631	10,192
	2025/01/06	04:06:30	tels4happa06_PS4_00	      4	     4	       32	    32	     2	     1	     97	 0.42	10.00	0.2	  0	       0	        0	      64	42,505	  42,505	  15,456	   15,340	        0	        2	  0	  1	  5	  6	  0	  0	   13	     13	  415	10,122
	2025/01/06	04:06:50	tels4happa05_PS4_00	      2	     2	       48	    44	     9	     1	     90	 1.30	10.00	0.4	  0	       0	        0	      65	42,871	  42,871	  15,416	   15,336	        0	       33	  0	 51	  1	  2	  0	  0	   17	     17	  358	10,011
	2025/01/06	04:07:10	tels4happa04_PS4_00	      1	     1	       37	    35	     5	     1	     94	 0.78	10.00	0.3	  0	       0	        0	      69	45,869	  45,869	  15,344	   15,300	        0	        2	  0	  2	  0	  1	  0	  0	   12	     12	  350	10,011
	2025/01/06	04:07:20	tels4happa02_PS4_00	      8	     7	       32	    32	    13	     2	     85	 2.71	15.00	0.6	  0	       0	       50	      53	52,496	  52,496	  27,968	   24,428	        0	   11,188	  0	  2	  4	  3	  0	  0	  355	    355	  405	10,117
	2025/01/06	04:07:30	tels4happa03_PS4_00	      6	     4	       32	    32	    13	     2	     85	 2.70	15.00	0.8	  0	       0	       55	      53	52,830	  52,830	  29,932	   24,436	        0	   21,848	  0	  2	  5	  5	  0	  0	  280	    284	  394	10,177
	2025/01/06	04:10:30	tels4happa09_PS4_00	      1	     1	        0	     0	     1	     0	     99	 0.24	10.00	0.2	  0	       0	        0	      73	48,108	  48,108	  15,336	   15,296	        0	        0	  0	  1	  0	  0	  0	  0	   10	     10	  389	10,052
