Monitoring Data

	Date	Time	AS Instance	Act. WPs	Dia.WPs	RFC Normal	RFC Low	CPU Usr	CPU Sys	CPU Idle	  CPU.	  Ava.	Rea.	Ste.	Paging in	Paging out	Free Mem.	FreeMem	Free(+FS)	EM alloc.	EM attach.	Heap Memor	Pri.	Dia.	Ave.	Ave.	Upd.	Enq.	Logins	Sessions	  Time
	2024/12/25	04:29:50	tels4happ003_PS1_00	     10	     9	       32	    32	    23	     2	     75	 5.07	15.00	0.1	  0	       0	       49	      55	54,654	  54,654	  26,396	   16,708	        0	  0	  5	  7	  9	  0	  0	  667	    670	10,112
	2024/12/25	04:29:50	tels4happ004_PS1_00	      1	     1	       37	    35	     4	     2	     94	 0.86	10.00	0.1	  0	       0	        0	      71	46,713	  46,713	  11,040	   11,020	        0	  0	  3	  1	  2	  0	  0	    4	      4	10,003
	2024/12/25	04:29:50	tels4happ005_PS1_00	      3	     3	       48	    43	     3	     1	     96	 0.63	10.00	0.2	  0	       0	        0	      66	43,624	  43,624	  11,124	   11,100	        0	  0	  4	  1	  1	  0	  0	   10	     10	10,107
	2024/12/25	04:29:50	tels4happ006_PS1_00	     12	    11	       32	    32	     4	     1	     95	 0.69	10.00	0.2	  0	       0	        0	      65	42,846	  42,846	  11,148	   11,120	        0	  0	  6	  8	  9	  0	  0	   15	     15	10,165
	2024/12/25	04:29:50	tels4happ007_PS1_00	      7	     7	       32	    32	     4	     1	     95	 0.74	10.00	0.1	  0	       0	        0	      69	45,350	  45,350	  11,116	   11,100	        0	  0	  3	  6	  7	  0	  0	   12	     12	10,110
	2024/12/25	04:29:50	tels4happ008_PS1_00	      1	     1	        0	     0	     0	     0	    100	 0.16	10.00	0.2	  0	       0	        0	      81	53,540	  53,540	  11,040	   11,028	        0	  0	  4	  0	  0	  0	  0	    4	      4	10,002
	2024/12/25	04:29:50	tels4happ009_PS1_00	      1	     1	        0	     0	     0	     1	     99	 0.17	10.00	0.1	  0	       0	        0	      82	53,766	  53,766	  11,040	   11,024	        0	  0	  3	  0	  0	  0	  0	    4	      4	10,001
	2024/12/25	04:34:50	tels4happ001_PS1_00	      4	     4	       25	    25	    21	     3	     76	 3.11	10.00	0.3	  0	       0	       43	      42	27,735	  27,735	  18,040	   12,700	        0	  0	246	  5	  4	  0	  0	  561	    561	10,111
	2024/12/25	04:34:50	tels4happ002_PS1_00	     10	     8	       32	    32	    16	     1	     83	 3.51	15.00	0.1	  0	       0	       54	      53	52,958	  52,958	  26,728	   18,688	        0	  0	  2	  8	  7	  0	  0	  775	    778	10,129
	2024/12/25	04:34:50	tels4happ003_PS1_00	      6	     4	       32	    32	    14	     2	     84	 3.06	15.00	0.0	  0	       0	        0	      55	54,561	  54,561	  27,124	   17,116	        0	  0	  6	  5	  6	  0	  0	  687	    691	10,115
	2024/12/25	04:34:50	tels4happ004_PS1_00	      1	     1	       37	    35	     4	     2	     94	 0.74	10.00	0.1	  0	       0	        0	      71	46,669	  46,669	  11,052	   11,020	        0	  0	  3	  1	  0	  0	  0	    6	      6	10,002
	2024/12/25	04:34:50	tels4happ005_PS1_00	      2	     1	       48	    45	     2	     1	     97	 0.39	10.00	0.2	  0	       0	        0	      66	43,622	  43,622	  11,060	   11,036	        0	  0	  4	  3	  2	  0	  0	    7	      7	10,107
	2024/12/25	04:34:50	tels4happ006_PS1_00	      8	     8	       32	    32	     5	     1	     94	 0.76	10.00	0.2	  0	       0	        0	      65	42,748	  42,748	  11,144	   11,112	        0	  0	  6	  7	  8	  0	  0	   13	     13	10,111
	2024/12/25	04:34:50	tels4happ007_PS1_00	      6	     6	       32	    32	     5	     1	     94	 0.84	10.00	0.1	  0	       0	        0	      69	45,268	  45,268	  11,084	   11,072	        0	  0	  3	  7	  8	  0	  0	   10	     10	10,109
	2024/12/25	04:34:50	tels4happ008_PS1_00	      1	     1	        0	     0	     0	     0	    100	 0.17	10.00	0.2	  0	       0	        0	      81	53,537	  53,537	  11,040	   11,028	        0	  0	  4	  0	  0	  0	  0	    4	      4	10,001
	2024/12/25	04:34:50	tels4happ009_PS1_00	      1	     1	        0	     0	     0	     0	    100	 0.16	10.00	0.1	  0	       0	        0	      82	53,763	  53,763	  11,040	   11,024	        0	  0	  3	  0	  0	  0	  0	    4	      4	10,002
	2024/12/25	04:39:50	tels4happ001_PS1_00	     11	    11	       25	    25	    18	     3	     79	 2.66	10.00	0.2	  0	       0	       38	      45	29,572	  29,572	  18,332	   12,716	        0	  0	246	  8	  5	  0	  0	  604	    604	 9,128
	2024/12/25	04:39:50	tels4happ002_PS1_00	      8	     5	       32	    32	    12	     1	     87	 2.65	15.00	0.1	  0	       0	       47	      54	53,244	  53,244	  26,328	   18,424	        0	  0	  3	  7	  6	  0	  0	  734	    737	10,112
	2024/12/25	04:39:50	tels4happ003_PS1_00	      9	     6	       32	    32	    17	     2	     81	 3.77	15.00	0.1	  0	       0	       48	      54	53,446	  53,446	  28,080	   18,504	    1,363	  1	  5	  8	  7	  0	  0	  691	    697	 9,122
	2024/12/25	04:39:50	tels4happ004_PS1_00	      2	     2	       37	    34	     3	     2	     95	 0.70	10.00	0.1	  0	       0	        0	      71	46,648	  46,648	  11,076	   11,052	        0	  0	  3	  1	  1	  0	  0	    6	      6	10,002
	2024/12/25	04:39:50	tels4happ005_PS1_00	      2	     2	       48	    44	     2	     1	     97	 0.41	10.00	0.2	  0	       0	        0	      66	43,578	  43,578	  11,044	   11,028	        0	  0	  4	  1	  1	  0	  0	    5	      5	10,003
	2024/12/25	04:39:50	tels4happ006_PS1_00	     11	    11	       32	    32	     2	     1	     97	 0.42	10.00	0.2	  0	       0	        0	      65	42,662	  42,662	  11,112	   11,084	        0	  0	  6	  8	  8	  0	  0	   16	     16	10,111
	2024/12/25	04:39:50	tels4happ007_PS1_00	      7	     7	       32	    32	     3	     1	     96	 0.61	10.00	0.1	  0	       0	      133	      68	45,081	  45,081	  11,116	   11,100	        0	  0	  3	  6	  6	  0	  0	   11	     11	10,107
	2024/12/25	04:39:50	tels4happ008_PS1_00	      1	     1	        0	     0	     0	     0	    100	 0.16	10.00	0.1	  0	       0	        0	      81	53,538	  53,538	  11,040	   11,028	        0	  0	  4	  0	  0	  0	  0	    4	      4	10,002
	2024/12/25	04:39:50	tels4happ009_PS1_00	      1	     1	        0	     0	     0	     0	    100	 0.16	10.00	0.1	  0	       0	        0	      82	53,765	  53,765	  11,040	   11,024	        0	  0	  3	  0	  0	  0	  0	    4	      4	10,002
	2024/12/25	04:44:50	tels4happ001_PS1_00	      6	     6	       25	    25	    21	     4	     75	 3.18	10.00	0.4	  0	       0	      138	      42	27,902	  27,902	  18,392	   12,600	        0	  0	247	  4	  4	  0	  0	  602	    602	10,112
	2024/12/25	04:44:50	tels4happ002_PS1_00	     11	     8	       32	    32	    17	     2	     81	 3.77	15.00	0.2	  0	       0	       51	      53	52,566	  52,566	  26,624	   18,916	        0	  0	  3	  5	  7	  0	  0	  782	    785	10,118
	2024/12/25	04:44:50	tels4happ003_PS1_00	      6	     4	       32	    32	    17	     3	     80	 3.90	15.00	0.1	  0	       0	       56	      55	54,905	  54,905	  25,304	   16,704	       16	  1	  6	  6	  5	  0	  0	  704	    710	10,114
	2024/12/25	04:44:50	tels4happ004_PS1_00	      1	     1	       37	    35	     4	     2	     94	 0.79	10.00	0.1	  0	       0	        0	      71	46,639	  46,639	  11,040	   11,020	        0	  0	  4	  0	  0	  0	  0	    4	      4	10,002
	2024/12/25	04:44:50	tels4happ005_PS1_00	      1	     1	       48	    45	     2	     1	     97	 0.41	10.00	0.2	  0	       0	        0	      66	43,539	  43,539	  11,060	   11,044	        0	  0	  4	  1	  1	  0	  0	    7	      7	10,003
	2024/12/25	04:44:50	tels4happ006_PS1_00	      6	     5	       32	    32	     3	     1	     96	 0.52	10.00	0.2	  0	       0	        0	      65	42,638	  42,638	  11,076	   11,048	        0	  0	  6	  6	  7	  0	  0	   10	     10	 9,108
	2024/12/25	04:44:50	tels4happ007_PS1_00	      4	     4	       32	    32	     4	     1	     95	 0.73	10.00	0.1	  0	       0	        0	      68	45,065	  45,065	  11,076	   11,064	        0	  0	  3	  6	  6	  0	  0	    9	      9	10,107
	2024/12/25	04:44:50	tels4happ008_PS1_00	      1	     1	        0	     0	     0	     0	    100	 0.16	10.00	0.1	  0	       0	        0	      81	53,450	  53,450	  11,040	   11,028	        0	  0	  5	  0	  0	  0	  0	    4	      4	10,002
	2024/12/25	04:44:50	tels4happ009_PS1_00	      1	     1	        0	     0	     0	     0	    100	 0.16	10.00	0.1	  0	       0	        0	      82	53,764	  53,764	  11,040	   11,024	        0	  0	  3	  0	  0	  0	  0	    4	      4	10,002
	2024/12/25	04:49:50	tels4happ001_PS1_00	      6	     6	       25	    25	    24	     5	     71	 3.62	10.00	0.6	  0	       0	      102	      45	29,740	  29,740	  18,616	   12,616	        0	  0	247	  5	  4	  0	  0	  610	    610	10,113
	2024/12/25	04:49:50	tels4happ002_PS1_00	     13	     7	       32	    32	    26	     3	     71	 5.61	15.00	0.2	  0	       0	       49	      52	51,991	  51,991	  28,628	   20,052	        0	  0	  3	  7	  6	  0	  0	  776	    780	10,113
	2024/12/25	04:49:50	tels4happ003_PS1_00	     11	     5	       32	    32	    26	     4	     70	 5.93	15.00	0.1	  0	       0	      143	      54	53,123	  53,123	  26,536	   17,792	       16	  1	  7	  6	  6	  0	  0	  699	    707	10,117
	2024/12/25	04:49:50	tels4happ004_PS1_00	      1	     1	       37	    35	     6	     2	     92	 1.04	10.00	0.1	  0	       0	        0	      71	47,127	  47,127	  11,040	   11,020	        0	  0	  4	  0	  0	  0	  0	    4	      4	10,004
	2024/12/25	04:49:50	tels4happ005_PS1_00	      1	     1	       48	    45	     3	     1	     96	 0.67	10.00	0.4	  0	       0	        0	      66	43,494	  43,494	  11,048	   11,036	        0	  0	  3	  1	  1	  0	  0	    5	      5	10,109
	2024/12/25	04:49:50	tels4happ006_PS1_00	      7	     7	       32	    32	     7	     1	     92	 1.03	10.00	0.4	  0	       0	        0	      65	42,776	  42,776	  11,084	   11,056	        0	  0	  6	  6	  6	  0	  0	   11	     11	10,113
	2024/12/25	04:49:50	tels4happ007_PS1_00	      7	     6	       32	    32	     4	     1	     95	 0.71	10.00	0.1	  0	       0	        0	      68	45,048	  45,048	  11,084	   11,072	        0	  0	  3	  6	  6	  0	  0	   10	     10	 9,109
	2024/12/25	04:49:50	tels4happ008_PS1_00	      1	     1	        0	     0	     1	     1	     98	 0.22	10.00	0.2	  0	       0	        0	      81	53,300	  53,300	  11,040	   11,028	        0	  0	  5	  0	  0	  0	  0	    4	      4	10,003
	2024/12/25	04:49:50	tels4happ009_PS1_00	      1	     1	        0	     0	     0	     0	    100	 0.16	10.00	0.1	  0	       0	        0	      82	53,769	  53,769	  11,040	   11,024	        0	  0	  3	  0	  0	  0	  0	    4	      4	10,002
	2024/12/25	04:54:50	tels4happ001_PS1_00	      6	     6	       25	    25	    21	     5	     74	 3.34	10.00	0.2	  0	       0	       75	      42	27,871	  27,871	  19,036	   12,600	        0	  0	247	  5	  6	  0	  0	  630	    630	10,110
	2024/12/25	04:54:50	tels4happ002_PS1_00	      4	     2	       32	    32	     9	     1	     90	 2.22	15.00	0.1	  0	       0	       52	      53	52,768	  52,768	  26,452	   18,336	        0	  0	  3	  4	  4	  0	  0	  777	    784	10,112
	2024/12/25	04:54:50	tels4happ003_PS1_00	      9	     7	       32	    32	    17	     2	     81	 3.65	15.00	0.1	  0	       0	        0	      49	49,069	  49,069	  26,540	   18,612	      120	  2	  6	  8	  8	  0	  0	  697	    706	 9,113
	2024/12/25	04:54:50	tels4happ004_PS1_00	      1	     1	       37	    35	     4	     2	     94	 0.86	10.00	0.1	  0	       0	        0	      71	46,565	  46,565	  11,040	   11,020	        0	  0	  4	  0	  1	  0	  0	    4	      4	10,002
	2024/12/25	04:54:50	tels4happ005_PS1_00	      2	     2	       48	    44	     2	     1	     97	 0.47	10.00	0.2	  0	       0	        0	      66	43,476	  43,476	  11,060	   11,044	        0	  0	  4	  1	  1	  0	  0	    7	      7	10,002
	2024/12/25	04:54:50	tels4happ006_PS1_00	      5	     5	       32	    32	     3	     1	     96	 0.57	10.00	0.2	  0	       0	        0	      65	42,730	  42,730	  11,080	   11,052	        0	  0	  6	  4	  6	  0	  0	   10	     10	10,109
	2024/12/25	04:54:50	tels4happ007_PS1_00	      3	     3	       32	    32	     2	     1	     97	 0.40	10.00	0.0	  0	       0	        0	      68	44,961	  44,961	  11,056	   11,044	        0	  0	  4	  3	  3	  0	  0	    6	      6	10,112
	2024/12/25	04:54:50	tels4happ008_PS1_00	      1	     1	        0	     0	     1	     1	     98	 0.26	10.00	0.1	  0	       0	        0	      81	53,452	  53,452	  11,040	   11,028	        0	  0	  5	  0	  0	  0	  0	    4	      4	10,002
	2024/12/25	04:54:50	tels4happ009_PS1_00	      1	     1	        0	     0	     0	     0	    100	 0.16	10.00	0.0	  0	       0	        0	      82	53,764	  53,764	  11,040	   11,024	        0	  0	  3	  0	  0	  0	  0	    4	      4	10,001
	2024/12/25	04:59:50	tels4happ001_PS1_00	      2	     2	       25	    25	    28	     5	     67	 4.02	10.00	0.4	  0	       0	      134	      42	27,654	  27,654	  19,184	   12,580	        0	  0	247	  5	  6	  0	  0	  628	    628	10,111
	2024/12/25	04:59:50	tels4happ002_PS1_00	     12	     9	       32	    32	    13	     2	     85	 3.06	15.00	0.1	  0	       0	      157	      52	52,050	  52,050	  26,952	   19,388	        0	  0	  3	  7	  6	  0	  0	  759	    766	 9,115
	2024/12/25	04:59:50	tels4happ003_PS1_00	      9	     8	       32	    32	    21	     2	     77	 4.66	15.00	0.1	  0	       0	      120	      56	55,242	  55,242	  24,744	   16,936	       16	  1	  6	  8	  6	  0	  0	  748	    759	10,115
	2024/12/25	04:59:50	tels4happ004_PS1_00	      1	     1	       37	    35	     5	     2	     93	 0.85	10.00	0.1	  0	       0	        0	      70	46,529	  46,529	  11,044	   11,020	        0	  0	  5	  1	  1	  0	  0	    5	      5	10,003
	2024/12/25	04:59:50	tels4happ005_PS1_00	      1	     1	       48	    45	     3	     1	     96	 0.57	10.00	0.2	  0	       0	        0	      66	43,459	  43,459	  11,120	   11,092	        0	  0	  3	  2	  1	  0	  0	    9	      9	10,107
	2024/12/25	04:59:50	tels4happ006_PS1_00	      5	     5	       32	    32	     4	     1	     95	 0.73	10.00	0.2	  0	       0	        0	      65	42,701	  42,701	  11,068	   11,040	        0	  0	  6	  6	  6	  0	  0	   10	     10	10,111
	2024/12/25	04:59:50	tels4happ007_PS1_00	      6	     6	       32	    32	     2	     0	     98	 0.35	10.00	0.1	  0	       0	        0	      68	44,947	  44,947	  11,072	   11,060	        0	  0	  4	  4	  5	  0	  0	    6	      6	10,108
	2024/12/25	04:59:50	tels4happ008_PS1_00	      1	     1	        0	     0	     1	     0	     99	 0.22	10.00	0.1	  0	       0	        0	      81	53,451	  53,451	  11,040	   11,028	        0	  0	  5	  0	  0	  0	  0	    4	      4	10,003
	2024/12/25	04:59:50	tels4happ009_PS1_00	      1	     1	        0	     0	     0	     0	    100	 0.16	10.00	0.1	  0	       0	        0	      82	53,763	  53,763	  11,040	   11,024	        0	  0	  3	  0	  0	  0	  0	    4	      4	10,002
	2024/12/25	05:04:50	tels4happ001_PS1_00	      8	     8	       25	    25	    22	     4	     74	 3.35	10.00	0.5	  0	       0	       90	      42	27,559	  27,559	  20,400	   13,080	        0	  0	247	  6	  6	  0	  0	  671	    671	10,111
	2024/12/25	05:04:50	tels4happ002_PS1_00	     15	     7	       32	    32	    33	     3	     64	 7.02	15.00	0.2	  0	       0	       52	      51	50,498	  50,498	  28,344	   20,392	        0	  0	  3	 10	 10	  0	  0	  754	    758	 9,121
	2024/12/25	05:04:50	tels4happ003_PS1_00	     12	     4	       32	    32	    39	     3	     58	 8.10	15.00	0.1	  0	       0	      104	      53	52,984	  52,984	  26,072	   18,276	        0	  0	  6	  5	  6	  0	  0	  759	    769	10,113
	2024/12/25	05:04:50	tels4happ004_PS1_00	      2	     1	       37	    35	     4	     2	     94	 0.77	10.00	0.1	  0	       0	        0	      70	46,465	  46,465	  11,044	   11,020	        0	  0	  4	  0	  0	  0	  0	    5	      5	10,002
	2024/12/25	05:04:50	tels4happ005_PS1_00	      1	     1	       48	    45	     2	     1	     97	 0.49	10.00	0.3	  0	       0	        0	      66	43,365	  43,365	  11,080	   11,036	        0	  0	  4	  2	  2	  0	  0	   10	     10	10,110
	2024/12/25	05:04:50	tels4happ006_PS1_00	     10	    10	       32	    32	     3	     1	     96	 0.61	10.00	0.3	  0	       0	        0	      64	42,007	  42,007	  11,116	   11,084	        0	  0	  6	 12	 12	  0	  0	   14	     14	10,112
	2024/12/25	05:04:50	tels4happ007_PS1_00	      7	     7	       32	    32	     3	     1	     96	 0.57	10.00	0.1	  0	       0	        0	      68	44,919	  44,919	  11,084	   11,068	        0	  0	  4	  8	  8	  0	  0	   10	     10	10,112
	2024/12/25	05:04:50	tels4happ008_PS1_00	      1	     1	        0	     0	     1	     1	     98	 0.24	10.00	0.1	  0	       0	        0	      81	53,438	  53,438	  11,044	   11,028	        0	  0	  5	  0	  0	  0	  0	    5	      5	10,001
	2024/12/25	05:04:50	tels4happ009_PS1_00	      1	     1	        0	     0	     0	     0	    100	 0.16	10.00	0.1	  0	       0	        0	      82	53,751	  53,751	  11,044	   11,024	        0	  0	  3	  0	  0	  0	  0	    5	      5	10,001
	2024/12/25	05:09:50	tels4happ001_PS1_00	      9	     8	       25	    25	    21	     5	     74	 3.17	10.00	0.4	  0	       0	       55	      44	29,484	  29,484	  20,472	   12,756	        0	  0	247	  8	  7	  0	  0	  662	    662	10,114
	2024/12/25	05:09:50	tels4happ002_PS1_00	     15	     7	       32	    32	    28	     3	     69	 6.10	15.00	0.2	  0	       0	      138	      53	52,601	  52,601	  28,936	   19,556	        0	  0	  3	  8	  7	  0	  0	  796	    800	10,117
	2024/12/25	05:09:50	tels4happ003_PS1_00	     18	    12	       32	    32	    24	     3	     73	 5.37	15.00	0.1	  0	       0	      117	      51	50,704	  50,704	  25,848	   18,044	        0	  0	  6	  8	  7	  0	  0	  728	    736	10,115
	2024/12/25	05:09:50	tels4happ004_PS1_00	      1	     1	       37	    35	     5	     2	     93	 0.87	10.00	0.1	  0	       0	        0	      70	46,467	  46,467	  11,052	   11,028	        0	  0	  4	  0	  1	  0	  0	    6	      6	10,002
	2024/12/25	05:09:50	tels4happ005_PS1_00	      3	     2	       48	    44	     2	     2	     96	 0.52	10.00	0.2	  0	       0	        0	      66	43,311	  43,311	  11,056	   11,028	        0	  0	  4	  1	  1	  0	  0	    7	      7	10,107
	2024/12/25	05:09:50	tels4happ006_PS1_00	     13	    13	       32	    32	     3	     1	     96	 0.62	10.00	0.2	  0	       0	        0	      64	41,977	  41,977	  11,144	   11,108	        0	  0	  6	  9	  8	  0	  0	   18	     18	10,109
	2024/12/25	05:09:50	tels4happ007_PS1_00	     14	    13	       32	    32	     5	     1	     94	 0.86	10.00	0.1	  0	       0	        0	      68	44,892	  44,892	  11,160	   11,140	        0	  0	  4	  9	  8	  0	  0	   19	     19	10,111
	2024/12/25	05:09:50	tels4happ008_PS1_00	      1	     1	        0	     0	     1	     0	     99	 0.22	10.00	0.1	  0	       0	        0	      81	53,436	  53,436	  11,044	   11,028	        0	  0	  5	  0	  0	  0	  0	    5	      5	10,003
	2024/12/25	05:09:50	tels4happ009_PS1_00	      1	     1	        0	     0	     0	     1	     99	 0.20	10.00	0.1	  0	       0	        0	      82	53,755	  53,755	  11,044	   11,024	        0	  0	  3	  0	  0	  0	  0	    5	      5	10,002
	2024/12/25	05:14:50	tels4happ001_PS1_00	      6	     5	       25	    25	    30	     6	     64	 4.44	10.00	0.4	  0	       2	      199	      44	29,098	  29,098	  19,892	   12,556	       24	  1	247	  7	  9	  0	  0	  657	    657	10,119
	2024/12/25	05:14:50	tels4happ002_PS1_00	     20	    12	       32	    32	    27	     3	     70	 6.04	15.00	0.1	  0	       0	      193	      52	51,607	  51,607	  29,240	   21,188	        0	  0	  4	 10	 11	  0	  0	  784	    788	 9,119
	2024/12/25	05:14:50	tels4happ003_PS1_00	     20	    11	       32	    32	    23	     3	     74	 5.28	15.00	0.2	  0	       0	      109	      53	52,579	  52,579	  24,996	   17,192	        0	  0	 11	 11	 11	  0	  0	  730	    738	 9,118
	2024/12/25	05:14:50	tels4happ004_PS1_00	      3	     2	       37	    34	     4	     2	     94	 0.84	10.00	0.1	  0	       0	        0	      70	46,424	  46,424	  11,052	   11,028	        0	  0	  4	  0	  0	  0	  0	    6	      6	10,002
	2024/12/25	05:14:50	tels4happ005_PS1_00	      2	     2	       48	    44	     4	     1	     95	 0.83	10.00	0.3	  0	       0	        0	      65	43,241	  43,241	  11,064	   11,036	        0	  0	  4	  1	  2	  0	  0	    8	      8	10,004
	2024/12/25	05:14:50	tels4happ006_PS1_00	      9	     8	       32	    32	    13	     1	     86	 1.81	10.00	0.3	  0	       0	      111	      64	42,200	  42,200	  11,160	   11,128	        0	  0	  6	  8	 11	  0	  0	   18	     18	10,110
	2024/12/25	05:14:50	tels4happ007_PS1_00	      6	     6	       32	    32	     5	     1	     94	 0.71	10.00	0.1	  0	       0	        0	      68	44,665	  44,665	  11,084	   11,068	        0	  0	  4	  6	  7	  0	  0	   11	     11	10,112
	2024/12/25	05:14:50	tels4happ008_PS1_00	      1	     1	        0	     0	     1	     0	     99	 0.22	10.00	0.2	  0	       0	        0	      81	53,414	  53,414	  11,044	   11,028	        0	  0	  5	  0	  0	  0	  0	    5	      5	10,003
	2024/12/25	05:14:50	tels4happ009_PS1_00	      1	     1	        0	     0	     0	     0	    100	 0.16	10.00	0.1	  0	       0	        0	      82	53,741	  53,741	  11,044	   11,024	        0	  0	  3	  0	  0	  0	  0	    5	      5	10,002
	2024/12/25	05:19:40	tels4happ001_PS1_00	      8	     8	       25	    25	    12	     4	     84	 2.03	10.00	0.3	  0	       0	       57	      39	25,836	  25,836	  19,676	   12,800	       20	  1	247	  7	  7	  0	  0	  656	    656	10,111
	2024/12/25	05:19:40	tels4happ002_PS1_00	     11	     4	       32	    32	    38	     3	     59	 7.75	15.00	0.3	  0	       0	       52	      49	48,848	  48,848	  29,220	   21,536	    1,043	  1	  3	  6	  7	  0	  0	  769	    773	10,116
	2024/12/25	05:19:40	tels4happ003_PS1_00	     12	     2	       32	    32	    22	     2	     76	 4.94	15.00	0.1	  0	       0	       61	      54	53,413	  53,413	  26,060	   17,436	        0	  0	  7	  6	  7	  0	  0	  734	    743	10,116
	2024/12/25	05:19:40	tels4happ004_PS1_00	      1	     1	       37	    35	     3	     1	     96	 0.64	10.00	0.1	  0	       0	        0	      69	45,669	  45,669	  11,044	   11,020	        0	  0	  4	  1	  1	  0	  0	    5	      5	10,003
	2024/12/25	05:19:40	tels4happ005_PS1_00	      3	     3	       48	    44	     7	     1	     92	 0.81	10.00	0.3	  0	       0	        0	      64	42,540	  42,540	  11,100	   11,048	        0	  0	  4	  2	  2	  0	  0	   10	     10	10,107
	2024/12/25	05:19:40	tels4happ006_PS1_00	     11	    11	       32	    32	     5	     2	     93	 0.93	10.00	0.3	  0	       0	        0	      63	41,846	  41,846	  11,132	   11,100	        0	  0	  6	 10	 10	  0	  0	   19	     19	10,109
	2024/12/25	05:19:40	tels4happ007_PS1_00	      9	     9	       32	    32	     4	     1	     95	 0.71	10.00	0.2	  0	       0	        0	      68	44,584	  44,584	  11,104	   11,088	        0	  0	  4	  9	  9	  0	  0	   13	     13	10,111
	2024/12/25	05:19:40	tels4happ008_PS1_00	      1	     1	        0	     0	     1	     1	     98	 0.35	10.00	0.2	  0	       0	        0	      81	53,416	  53,416	  11,044	   11,028	        0	  0	  5	  0	  0	  0	  0	    5	      5	10,003
	2024/12/25	05:19:40	tels4happ009_PS1_00	      1	     1	        0	     0	     0	     0	    100	 0.17	10.00	0.1	  0	       0	        0	      81	53,731	  53,731	  11,044	   11,024	        0	  0	  3	  0	  0	  0	  0	    5	      5	10,002
	2024/12/25	05:24:40	tels4happ001_PS1_00	      8	     8	       25	    25	    10	     3	     87	 1.74	10.00	0.2	  0	       0	      120	      35	22,970	  22,970	  18,816	   12,848	       28	  1	247	  9	  7	  0	  0	  638	    638	10,118
	2024/12/25	05:24:40	tels4happ002_PS1_00	     14	    11	       32	    32	    14	     2	     84	 3.13	15.00	0.1	  0	       0	      191	      51	50,860	  50,860	  28,664	   20,740	      471	  1	  2	  7	  6	  0	  0	  784	    784	 9,112
	2024/12/25	05:24:40	tels4happ003_PS1_00	     14	    11	       32	    32	    14	     2	     84	 3.25	15.00	0.1	  0	       0	        0	      53	52,988	  52,988	  25,672	   17,800	        0	  0	  7	  6	  5	  0	  0	  752	    759	10,114
	2024/12/25	05:24:40	tels4happ004_PS1_00	      2	     2	       37	    34	     3	     1	     96	 0.53	10.00	0.0	  0	       0	        0	      69	45,662	  45,662	  11,080	   11,052	        0	  0	  4	  0	  1	  0	  0	    7	      7	10,002
	2024/12/25	05:24:40	tels4happ005_PS1_00	      2	     2	       48	    45	     6	     2	     92	 1.05	10.00	0.2	  0	       0	        0	      64	42,491	  42,491	  11,068	   11,032	        0	  0	  4	  1	  1	  0	  0	    7	      7	10,002
	2024/12/25	05:24:40	tels4happ006_PS1_00	     10	    10	       32	    32	     6	     2	     92	 1.11	10.00	0.3	  0	       0	        0	      63	41,798	  41,798	  11,124	   11,092	        0	  0	  6	  9	  7	  0	  0	   16	     16	10,113
	2024/12/25	05:24:40	tels4happ007_PS1_00	     11	    11	       32	    32	     3	     1	     96	 0.57	10.00	0.1	  0	       0	        0	      68	44,565	  44,565	  11,192	   11,176	        0	  0	  4	  9	  7	  0	  0	   14	     14	10,110
	2024/12/25	05:24:40	tels4happ008_PS1_00	      1	     1	        0	     0	     1	     1	     98	 0.35	10.00	0.1	  0	       0	        0	      81	53,404	  53,404	  11,044	   11,028	        0	  0	  5	  0	  0	  0	  0	    5	      5	10,002
	2024/12/25	05:24:40	tels4happ009_PS1_00	      1	     1	        0	     0	     1	     1	     98	 0.35	10.00	0.1	  0	       0	        0	      81	53,716	  53,716	  11,044	   11,024	        0	  0	  3	  0	  0	  0	  0	    5	      5	10,002
	2024/12/25	05:29:40	tels4happ001_PS1_00	      5	     5	       25	    25	    10	     3	     87	 1.82	10.00	0.2	  0	       0	       77	      37	24,754	  24,754	  18,244	   12,676	       44	  1	247	  5	  6	  0	  0	  632	    633	10,117
	2024/12/25	05:29:40	tels4happ002_PS1_00	     11	     7	       32	    32	    16	     2	     82	 3.33	15.00	0.2	  0	       0	       50	      51	50,216	  50,216	  27,768	   20,448	      471	  1	  2	  6	  6	  0	  0	  777	    777	10,113
	2024/12/25	05:29:40	tels4happ003_PS1_00	     11	     7	       32	    32	    19	     3	     78	 4.16	15.00	0.1	  0	       0	        0	      54	53,183	  53,183	  26,704	   18,832	        0	  0	  8	  3	  4	  0	  0	  716	    723	10,113
	2024/12/25	05:29:40	tels4happ004_PS1_00	      1	     1	       37	    35	     4	     1	     95	 0.68	10.00	0.0	  0	       0	        0	      70	46,360	  46,360	  11,044	   11,020	        0	  0	  4	  1	  0	  0	  0	    5	      5	10,003
	2024/12/25	05:29:40	tels4happ005_PS1_00	      4	     3	       48	    43	     3	     2	     95	 0.79	10.00	0.2	  0	       0	        0	      64	42,420	  42,420	  11,076	   11,048	        0	  0	  4	  2	  2	  0	  0	   10	     10	10,114
	2024/12/25	05:29:40	tels4happ006_PS1_00	      7	     7	       32	    32	     4	     2	     94	 0.87	10.00	0.2	  0	       0	        0	      63	41,771	  41,771	  11,116	   11,084	        0	  0	  6	  9	  9	  0	  0	   14	     14	10,112
